RecordType,RecordID,Week,Season,PlayerID,TeamID,VsTeamID,RecordValue
0,0,5,1985,1813,11,7,50
0,1,4,1985,1888,2,14,34
0,2,5,1985,2355,9,6,100
0,3,5,1985,1815,18,3,5
0,4,4,1985,1888,2,14,465
0,5,1,1985,1888,2,18,4
0,6,5,1985,1906,1,14,157.2
0,7,2,1985,1895,10,18,91
0,8,1,1985,1831,18,2,36
0,9,2,1985,1814,17,2,278
0,10,4,1985,1809,14,2,3
0,11,2,1985,1814,17,2,80
0,12,4,1985,1870,8,3,9
0,13,3,1985,1822,2,8,159
0,14,1,1985,2368,2,18,3
0,15,2,1985,2106,10,18,91
0,16,3,1985,1851,13,14,5
0,17,1,1985,2299,12,11,1
0,18,1,1985,2767,15,14,2
0,19,5,1985,1976,3,18,71
0,20,2,1985,2261,2,17,18
0,21,3,1985,1818,5,9,5
0,22,1,1985,1876,13,17,2
0,23,3,1985,1851,13,14,4
0,24,5,1985,2334,2,4,25
0,25,1,1985,2767,15,14,1
0,26,1,1985,1862,4,16,85
0,27,1,1985,1862,4,16,1
0,28,1,1985,1862,4,16,67
0,29,3,1985,2067,14,13,159
0,30,0,0,0,0,0,0
0,31,2,1985,1859,11,15,90
0,32,2,1985,2568,11,15,7
0,33,2,1985,2568,11,15,6
0,34,1,1985,2275,1,3,54
0,35,2,1985,2102,16,3,7
0,36,2,1985,2406,4,14,6
0,37,1,1985,2344,17,13,100
0,38,1,1985,2209,7,5,100
0,39,3,1985,2277,7,6,56
0,40,1,1985,3054,11,12,647
0,41,5,1985,2278,8,5,62
0,42,1,1985,1857,17,13,13
0,43,4,1985,1932,16,17,14
0,44,3,1985,2129,4,1,3
1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
1,2,0,0,0,0,0,0
1,3,0,0,0,0,0,0
1,4,0,0,0,0,0,0
1,5,0,0,0,0,0,0
1,6,0,0,0,0,0,0
1,7,0,0,0,0,0,0
1,8,0,0,0,0,0,0
1,9,0,0,0,0,0,0
1,10,0,0,0,0,0,0
1,11,0,0,0,0,0,0
1,12,0,0,0,0,0,0
1,13,0,0,0,0,0,0
1,14,0,0,0,0,0,0
1,15,0,0,0,0,0,0
1,16,0,0,0,0,0,0
1,17,0,0,0,0,0,0
1,18,0,0,0,0,0,0
1,19,0,0,0,0,0,0
1,20,0,0,0,0,0,0
1,21,0,0,0,0,0,0
1,22,0,0,0,0,0,0
1,23,0,0,0,0,0,0
1,24,0,0,0,0,0,0
1,25,0,0,0,0,0,0
1,26,0,0,0,0,0,0
1,27,0,0,0,0,0,0
1,28,0,0,0,0,0,0
1,29,0,0,0,0,0,0
1,30,0,0,0,0,0,0
1,31,0,0,0,0,0,0
1,32,0,0,0,0,0,0
1,33,0,0,0,0,0,0
1,34,0,0,0,0,0,0
1,35,0,0,0,0,0,0
1,36,0,0,0,0,0,0
1,37,0,0,0,0,0,0
1,38,0,0,0,0,0,0
1,39,0,0,0,0,0,0
1,40,0,0,0,0,0,0
1,41,0,0,0,0,0,0
1,42,0,0,0,0,0,0
1,43,0,0,0,0,0,0
1,44,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0
2,2,0,0,0,0,0,0
2,3,0,0,0,0,0,0
2,4,0,0,0,0,0,0
2,5,0,0,0,0,0,0
2,6,0,0,0,0,0,0
2,7,0,0,0,0,0,0
2,8,0,0,0,0,0,0
2,9,0,0,0,0,0,0
2,10,0,0,0,0,0,0
2,11,0,0,0,0,0,0
2,12,0,0,0,0,0,0
2,13,0,0,0,0,0,0
2,14,0,0,0,0,0,0
2,15,0,0,0,0,0,0
2,16,0,0,0,0,0,0
2,17,0,0,0,0,0,0
2,18,0,0,0,0,0,0
2,19,0,0,0,0,0,0
2,20,0,0,0,0,0,0
2,21,0,0,0,0,0,0
2,22,0,0,0,0,0,0
2,23,0,0,0,0,0,0
2,24,0,0,0,0,0,0
2,25,0,0,0,0,0,0
2,26,0,0,0,0,0,0
2,27,0,0,0,0,0,0
2,28,0,0,0,0,0,0
2,29,0,0,0,0,0,0
2,30,0,0,0,0,0,0
2,31,0,0,0,0,0,0
2,32,0,0,0,0,0,0
2,33,0,0,0,0,0,0
2,34,0,0,0,0,0,0
2,35,0,0,0,0,0,0
2,36,0,0,0,0,0,0
2,37,0,0,0,0,0,0
2,38,0,0,0,0,0,0
2,39,0,0,0,0,0,0
2,40,0,0,0,0,0,0
2,41,0,0,0,0,0,0
2,42,0,0,0,0,0,0
2,43,0,0,0,0,0,0
2,44,0,0,0,0,0,0
3,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0
3,2,0,0,0,0,0,0
3,3,0,0,0,0,0,0
3,4,0,0,0,0,0,0
3,5,0,0,0,0,0,0
3,6,0,0,0,0,0,0
3,7,0,0,0,0,0,0
3,8,0,0,0,0,0,0
3,9,0,0,0,0,0,0
3,10,0,0,0,0,0,0
3,11,0,0,0,0,0,0
3,12,0,0,0,0,0,0
3,13,0,0,0,0,0,0
3,14,0,0,0,0,0,0
3,15,0,0,0,0,0,0
3,16,0,0,0,0,0,0
3,17,0,0,0,0,0,0
3,18,0,0,0,0,0,0
3,19,0,0,0,0,0,0
3,20,0,0,0,0,0,0
3,21,0,0,0,0,0,0
3,22,0,0,0,0,0,0
3,23,0,0,0,0,0,0
3,24,0,0,0,0,0,0
3,25,0,0,0,0,0,0
3,26,0,0,0,0,0,0
3,27,0,0,0,0,0,0
3,28,0,0,0,0,0,0
3,29,0,0,0,0,0,0
3,30,0,0,0,0,0,0
3,31,0,0,0,0,0,0
3,32,0,0,0,0,0,0
3,33,0,0,0,0,0,0
3,34,0,0,0,0,0,0
3,35,0,0,0,0,0,0
3,36,0,0,0,0,0,0
3,37,0,0,0,0,0,0
3,38,0,0,0,0,0,0
3,39,0,0,0,0,0,0
3,40,0,0,0,0,0,0
3,41,0,0,0,0,0,0
3,42,0,0,0,0,0,0
3,43,0,0,0,0,0,0
3,44,0,0,0,0,0,0
