RecordType,RecordID,Week,Season,PlayerID,TeamID,VsTeamID,RecordValue
0,0,10,1985,1906,1,8,41
0,1,2,1985,1906,1,9,29
0,2,11,1985,1906,1,6,86.4
0,3,10,1985,1906,1,8,2
0,4,2,1985,1906,1,9,356
0,5,6,1985,1906,1,2,5
0,6,16,1985,1906,1,2,153.3
0,7,6,1985,1906,1,2,84
0,8,13,1985,1824,1,4,31
0,9,5,1985,1824,1,14,155
0,10,7,1985,1824,1,16,3
0,11,10,1985,1824,1,8,42
0,12,2,1985,1928,1,9,8
0,13,6,1985,1928,1,2,161
0,14,6,1985,1928,1,2,3
0,15,6,1985,1928,1,2,84
0,16,11,1985,1906,1,6,2
0,17,2,1985,1824,1,9,1
0,18,7,1985,1985,1,16,1
0,19,12,1985,2017,1,18,18
0,20,3,1985,1848,1,4,17
0,21,7,1985,1875,1,16,3
0,22,3,1985,1902,1,4,1
0,23,2,1985,1928,1,9,1
0,24,3,1985,2398,1,4,15
0,25,0,0,0,0,0,0
0,26,12,1985,1998,1,18,36
0,27,0,0,0,0,0,0
0,28,7,1985,1998,1,16,17
0,29,5,1985,1921,1,14,150
0,30,0,0,0,0,0,0
0,31,1,1985,1921,1,3,37
0,32,4,1985,2275,1,12,3
0,33,4,1985,2275,1,12,3
0,34,10,1985,2275,1,8,55
0,35,7,1985,2275,1,16,7
0,36,7,1985,2275,1,16,7
0,37,1,1985,2275,1,3,100
0,38,1,1985,2275,1,3,100
0,39,13,1985,2485,1,4,50
0,40,3,1985,2485,1,4,412
0,41,1,1985,2485,1,3,61
0,42,11,1985,1848,1,6,6
0,43,2,1985,1828,1,9,8
0,44,3,1985,1949,1,4,2
1,0,0,1985,1906,1,0,444
1,1,0,1985,1906,1,0,300
1,2,0,1985,1906,1,0,67.6
1,3,0,1985,1906,1,0,12
1,4,0,1985,1906,1,0,3606
1,5,0,1985,1906,1,0,35
1,6,0,1985,1906,1,0,107.2
1,7,0,1985,1906,1,0,84
1,8,0,1985,1824,1,0,364
1,9,0,1985,1824,1,0,1695
1,10,0,1985,1824,1,0,17
1,11,0,1985,1824,1,0,42
1,12,0,1985,1928,1,0,65
1,13,0,1985,1928,1,0,1152
1,14,0,1985,1928,1,0,15
1,15,0,1985,1928,1,0,84
1,16,0,1985,1906,1,0,5
1,17,0,1985,1824,1,0,3
1,18,0,1985,2340,1,0,2
1,19,0,1985,1921,1,0,18
1,20,0,1985,1848,1,0,172
1,21,0,1985,1875,1,0,13
1,22,0,1985,1848,1,0,5
1,23,0,1985,1906,1,0,4
1,24,0,1985,1985,1,0,15
1,25,0,0,0,0,0,0
1,26,0,1985,1998,1,0,190
1,27,0,0,0,0,0,0
1,28,0,1985,1824,1,0,17
1,29,0,1985,1921,1,0,922
1,30,0,0,0,0,0,0
1,31,0,1985,1921,1,0,37
1,32,0,1985,2275,1,0,25
1,33,0,1985,2275,1,0,22
1,34,0,1985,2275,1,0,55
1,35,0,1985,2275,1,0,56
1,36,0,1985,2275,1,0,53
1,37,0,1985,2275,1,0,88
1,38,0,1985,2275,1,0,94.6
1,39,0,1985,2485,1,0,43.2
1,40,0,1985,2485,1,0,3155
