PlayerID,Season,Type,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,RunBlocking,PassBlocking,Tackling,Endurance,KickDistance,KickAccuracy
2,1984,,44,60,65,78,25,93,78,1,1,10,81,1,1
2,1984,Training Camp,44,60,65,78,25,93,79,1,1,10,84,1,1
2,1985,,44,60,66,78,25,93,79,1,1,10,84,1,1
2,1985,Training Camp,44,60,66,78,25,93,79,1,1,10,84,1,1
3,1984,,45,59,74,59,1,66,75,1,1,13,78,1,1
3,1984,Training Camp,45,59,74,59,1,66,75,1,1,13,78,1,1
3,1985,,45,59,74,59,1,67,75,1,1,13,78,1,1
3,1985,Training Camp,45,59,74,59,1,67,75,1,1,13,78,1,1
4,1984,,51,68,80,51,21,70,65,1,1,21,89,1,1
4,1984,Training Camp,51,68,80,51,24,70,65,1,1,21,89,1,1
4,1985,,51,68,80,51,24,70,65,1,1,21,89,1,1
4,1985,Training Camp,51,68,81,51,24,70,65,1,1,21,89,1,1
5,1984,,40,45,50,45,30,45,50,1,1,3,65,1,1
5,1984,Training Camp,40,48,50,45,30,45,50,1,1,3,67,1,1
5,1985,,40,48,50,45,30,45,50,1,1,3,67,1,1
5,1985,Training Camp,40,48,50,45,30,45,50,1,1,3,67,1,1
6,1984,,59,67,27,87,59,46,20,23,18,18,68,1,1
6,1984,Training Camp,59,69,27,87,59,46,20,25,18,18,68,1,1
6,1985,,59,69,27,87,59,46,20,25,18,18,68,1,1
6,1985,Training Camp,59,69,27,87,59,46,20,25,18,18,68,1,1
7,1984,,50,78,7,80,51,39,5,23,18,27,66,1,1
7,1984,Training Camp,50,78,7,80,51,39,5,23,18,27,66,1,1
7,1985,,50,78,7,80,51,40,5,23,18,27,66,1,1
7,1985,Training Camp,50,78,7,80,52,41,5,25,20,27,70,1,1
8,1984,,57,70,10,76,61,54,10,22,20,34,72,1,1
8,1984,Training Camp,57,70,10,76,58,53,10,20,19,34,71,1,1
8,1985,,57,70,10,76,58,53,10,20,19,34,71,1,1
8,1985,Training Camp,60,70,10,76,58,53,10,20,19,34,71,1,1
9,1984,,49,76,11,73,46,50,18,28,29,18,77,1,1
9,1984,Training Camp,49,76,11,73,46,50,18,28,29,18,77,1,1
9,1985,,49,76,11,73,46,50,18,28,29,18,77,1,1
9,1985,Training Camp,49,76,11,74,46,50,18,28,29,18,77,1,1
10,1984,,65,77,4,70,44,55,14,27,28,30,65,1,1
10,1984,Training Camp,68,77,4,70,44,55,14,30,28,30,65,1,1
10,1985,,69,77,4,71,44,55,14,30,28,30,66,1,1
10,1985,Training Camp,69,77,4,71,44,55,14,30,29,30,66,1,1
11,1984,,59,69,6,65,44,42,5,19,21,16,70,1,1
11,1984,Training Camp,59,69,6,65,44,42,5,19,21,16,70,1,1
11,1985,,59,70,6,65,45,42,5,19,22,16,70,1,1
11,1985,Training Camp,59,70,6,65,45,42,5,19,22,16,70,1,1
12,1984,,75,60,70,70,60,80,75,55,55,55,85,1,1
12,1984,Training Camp,75,61,70,70,60,80,75,55,55,55,88,1,1
12,1985,,75,61,70,70,60,80,75,55,55,55,88,1,1
12,1985,Training Camp,75,63,70,70,60,80,75,55,55,55,91,1,1
13,1984,,35,45,10,45,30,45,5,25,25,5,65,1,1
13,1984,Training Camp,35,45,10,45,30,45,5,25,25,5,65,1,1
13,1985,,35,46,10,45,30,45,5,25,26,5,65,1,1
13,1985,Training Camp,35,46,10,45,30,45,5,25,26,5,65,1,1
14,1984,,67,70,1,81,74,56,1,50,48,31,64,1,1
14,1984,Training Camp,67,70,1,81,74,56,1,50,48,31,64,1,1
15,1984,,47,54,1,71,56,54,1,32,36,40,70,1,1
15,1984,Training Camp,47,54,1,71,56,54,1,32,36,40,70,1,1
15,1985,,47,54,1,71,56,54,1,32,38,40,70,1,1
15,1985,Training Camp,47,54,1,74,59,54,1,32,38,40,70,1,1
16,1984,,51,51,1,66,60,47,1,50,36,41,78,1,1
16,1984,Training Camp,51,51,1,66,60,47,1,50,36,41,78,1,1
16,1985,,51,51,1,67,60,47,1,51,36,41,78,1,1
16,1985,Training Camp,51,51,1,67,60,47,1,51,36,41,78,1,1
17,1984,,60,59,1,59,64,49,1,34,34,35,65,1,1
17,1984,Training Camp,60,59,1,59,67,49,1,34,35,35,65,1,1
17,1985,,60,59,1,59,67,49,1,35,35,35,67,1,1
17,1985,Training Camp,60,59,1,59,70,49,1,35,35,35,67,1,1
18,1984,,55,91,1,87,97,67,4,27,26,32,87,9,1
18,1984,Training Camp,55,91,1,87,97,67,4,27,26,32,87,9,1
19,1984,,44,82,1,80,73,60,1,33,5,22,83,1,1
19,1984,Training Camp,44,85,1,80,73,60,1,33,5,22,83,1,1
19,1985,,44,86,1,80,73,60,1,33,6,22,85,1,1
19,1985,Training Camp,44,87,1,80,73,60,1,33,6,22,88,1,1
20,1984,,36,77,1,76,69,59,1,22,2,18,67,1,1
20,1984,Training Camp,36,77,1,76,72,61,1,25,4,18,73,1,1
20,1985,,36,77,1,76,72,61,1,25,4,18,74,1,1
20,1985,Training Camp,36,77,1,76,72,61,1,25,4,18,74,1,1
21,1984,,38,72,1,73,68,45,1,19,3,27,73,1,1
21,1984,Training Camp,38,72,1,73,68,45,1,19,3,27,74,1,1
21,1985,,38,72,1,73,68,45,1,19,3,27,74,1,1
